Source,Target,Weight,Type
195,186,6,undirected
195,187,8,undirected
195,245,2,undirected
195,323,3,undirected
195,591,2,undirected
195,629,1,undirected
196,164,5,undirected
196,199,3,undirected
196,218,1,undirected
196,223,3,undirected
196,248,6,undirected
196,306,2,undirected
196,348,1,undirected
196,657,1,undirected
196,687,2,undirected
197,238,24,undirected
197,295,11,undirected
197,313,10,undirected
197,323,1,undirected
197,349,2,undirected
197,364,1,undirected
197,418,12,undirected
197,509,2,undirected
198,159,2,undirected
198,161,9,undirected
198,165,5,undirected
198,620,1,undirected
198,627,1,undirected
198,691,6,undirected
199,196,3,undirected
199,201,1,undirected
199,230,7,undirected
199,248,2,undirected
199,250,3,undirected
199,259,4,undirected
199,271,2,undirected
199,274,1,undirected
199,296,9,undirected
199,300,2,undirected
199,351,3,undirected
199,353,17,undirected
199,361,1,undirected
199,362,9,undirected
199,391,2,undirected
199,421,5,undirected
199,432,15,undirected
199,437,1,undirected
199,454,5,undirected
199,475,2,undirected
199,476,1,undirected
199,500,3,undirected
199,726,2,undirected
200,252,3,undirected
200,255,4,undirected
200,306,3,undirected
200,338,10,undirected
200,355,4,undirected
200,462,3,undirected
201,47,1,undirected
201,199,1,undirected
201,255,7,undirected
201,264,15,undirected
201,346,7,undirected
201,403,9,undirected
201,411,4,undirected
201,537,1,undirected
202,209,1,undirected
202,264,1,undirected
202,314,2,undirected
202,377,2,undirected
202,399,21,undirected
202,454,4,undirected
202,467,3,undirected
202,474,2,undirected
203,220,3,undirected
203,314,3,undirected
203,338,4,undirected
203,355,2,undirected
203,426,2,undirected
203,437,3,undirected
203,462,3,undirected
203,468,3,undirected
203,474,1,undirected
204,218,3,undirected
204,220,1,undirected
204,248,3,undirected
204,262,1,undirected
204,306,1,undirected
204,311,3,undirected
204,338,2,undirected
204,361,2,undirected
204,437,7,undirected
204,625,1,undirected
205,46,1,undirected
205,243,1,undirected
205,267,2,undirected
205,289,1,undirected
205,303,2,undirected
205,312,7,undirected
205,325,7,undirected
205,391,2,undirected
205,396,3,undirected
205,443,14,undirected
205,684,5,undirected
206,25,24,undirected
206,125,1,undirected
206,364,1,undirected
206,547,1,undirected
206,562,1,undirected
206,568,2,undirected
206,570,2,undirected
206,622,4,undirected
207,52,4,undirected
207,240,3,undirected
207,244,1,undirected
207,247,5,undirected
207,249,11,undirected
207,257,2,undirected
207,258,3,undirected
207,312,2,undirected
207,333,3,undirected
207,368,2,undirected
207,409,7,undirected
207,422,5,undirected
207,434,3,undirected
207,450,1,undirected
207,451,8,undirected
207,472,1,undirected
208,365,1,undirected
208,388,3,undirected
208,398,3,undirected
208,464,7,undirected
208,501,1,undirected
208,623,1,undirected
208,684,3,undirected
208,687,1,undirected
208,717,5,undirected
209,202,1,undirected
209,218,1,undirected
209,306,8,undirected
209,338,9,undirected
209,369,2,undirected
209,399,1,undirected
209,411,3,undirected
209,432,3,undirected
209,476,1,undirected
210,158,3,undirected
210,211,24,undirected
210,215,1,undirected
210,275,8,undirected
210,303,3,undirected
210,364,4,undirected
210,434,4,undirected
210,477,3,undirected
211,156,1,undirected
211,210,24,undirected
211,240,2,undirected
211,356,2,undirected
211,409,3,undirected
211,422,1,undirected
211,434,8,undirected
211,477,1,undirected
211,479,2,undirected
212,243,5,undirected
212,247,4,undirected
212,251,1,undirected
212,256,5,undirected
212,365,9,undirected
212,370,7,undirected
212,406,17,undirected
212,439,1,undirected
212,446,1,undirected
212,455,2,undirected
213,244,2,undirected
213,247,1,undirected
213,258,2,undirected
213,330,5,undirected
213,354,2,undirected
213,364,2,undirected
213,409,9,undirected
213,422,3,undirected
213,646,1,undirected
214,239,5,undirected
214,292,3,undirected
214,361,8,undirected
214,374,9,undirected
214,440,19,undirected
215,4,2,undirected
215,156,1,undirected
215,210,1,undirected
215,258,15,undirected
215,259,1,undirected
215,271,7,undirected
215,278,17,undirected
215,284,4,undirected
215,304,3,undirected
215,312,1,undirected
215,320,2,undirected
215,335,15,undirected
215,337,3,undirected
215,340,4,undirected
215,351,3,undirected
215,353,2,undirected
215,355,3,undirected
215,356,3,undirected
215,366,2,undirected
215,367,1,undirected
215,368,4,undirected
215,381,5,undirected
215,405,3,undirected
215,410,9,undirected
215,419,3,undirected
215,427,1,undirected
215,434,8,undirected
215,450,1,undirected
215,451,1,undirected
215,454,4,undirected
215,462,6,undirected
215,463,2,undirected
215,472,4,undirected
215,473,14,undirected
215,478,4,undirected
215,482,6,undirected
215,612,2,undirected
215,623,2,undirected
215,658,3,undirected
215,706,3,undirected
216,217,2,undirected
216,238,1,undirected
216,284,1,undirected
216,340,3,undirected
216,379,3,undirected
216,422,8,undirected
216,434,3,undirected
216,435,11,undirected
217,2,7,undirected
217,27,17,undirected
217,46,3,undirected
217,66,2,undirected
217,99,10,undirected
217,216,2,undirected
217,379,1,undirected
217,416,2,undirected
217,484,1,undirected
217,495,9,undirected
217,524,1,undirected
217,553,6,undirected
217,568,8,undirected
217,634,1,undirected
217,729,1,undirected
218,196,1,undirected
218,204,3,undirected
218,209,1,undirected
218,229,4,undirected
218,233,1,undirected
218,241,1,undirected
218,252,1,undirected
218,254,5,undirected
218,277,1,undirected
218,296,2,undirected
218,314,1,undirected
218,338,7,undirected
218,361,8,undirected
218,369,2,undirected
218,399,2,undirected
218,403,2,undirected
218,426,1,undirected
218,461,1,undirected
218,476,14,undirected
219,248,11,undirected
219,261,1,undirected
219,265,2,undirected
219,332,5,undirected
219,375,1,undirected
219,432,15,undirected
219,448,1,undirected
219,454,1,undirected
219,458,1,undirected
219,468,1,undirected
219,581,1,undirected
219,613,2,undirected
220,203,3,undirected
220,204,1,undirected
220,230,1,undirected
220,233,2,undirected
220,248,2,undirected
220,291,1,undirected
220,298,2,undirected
220,322,1,undirected
220,338,2,undirected
220,348,1,undirected
220,361,9,undirected
220,408,3,undirected
220,444,1,undirected
220,476,2,undirected
221,223,1,undirected
221,308,5,undirected
221,331,2,undirected
221,340,6,undirected
221,366,3,undirected
221,380,2,undirected
221,397,1,undirected
221,436,4,undirected
221,462,2,undirected
221,467,3,undirected
221,474,3,undirected
222,161,8,undirected
222,325,2,undirected
222,395,9,undirected
222,451,3,undirected
222,459,1,undirected
222,568,2,undirected
222,595,2,undirected
223,196,3,undirected
223,221,1,undirected
223,245,1,undirected
223,281,1,undirected
223,288,1,undirected
223,298,1,undirected
223,308,3,undirected
223,331,5,undirected
223,360,1,undirected
223,380,4,undirected
223,404,2,undirected
223,427,2,undirected
223,435,6,undirected
223,454,3,undirected
223,462,6,undirected
223,499,1,undirected
224,15,1,undirected
224,231,5,undirected
224,243,1,undirected
224,247,3,undirected
224,258,2,undirected
224,279,18,undirected
224,285,3,undirected
224,325,2,undirected
224,330,1,undirected
224,408,1,undirected
224,422,1,undirected
224,449,3,undirected
224,462,6,undirected
224,472,2,undirected
224,504,1,undirected
224,535,1,undirected
224,563,2,undirected
224,629,1,undirected
225,128,4,undirected
225,129,11,undirected
225,130,1,undirected
225,131,13,undirected
225,133,2,undirected
225,134,8,undirected
225,264,2,undirected
225,361,2,undirected
225,363,2,undirected
225,366,1,undirected
225,454,3,undirected
225,463,2,undirected
225,527,1,undirected
225,747,1,undirected
226,131,1,undirected
226,133,1,undirected
226,227,8,undirected
226,231,1,undirected
226,241,4,undirected
226,245,2,undirected
226,247,3,undirected
226,279,6,undirected
226,340,2,undirected
226,354,2,undirected
226,361,1,undirected
226,363,3,undirected
226,381,1,undirected
226,408,5,undirected
226,427,1,undirected
226,439,2,undirected
226,462,5,undirected
227,127,1,undirected
227,154,1,undirected
227,226,8,undirected
227,275,1,undirected
227,298,3,undirected
227,309,2,undirected
227,346,1,undirected
227,376,6,undirected
227,408,3,undirected
227,427,2,undirected
227,459,1,undirected
227,462,4,undirected
227,504,2,undirected
228,275,1,undirected
228,288,3,undirected
228,366,2,undirected
228,368,2,undirected
228,374,9,undirected
228,376,2,undirected
228,462,5,undirected
229,218,4,undirected
229,248,2,undirected
229,296,3,undirected
229,345,2,undirected
229,346,2,undirected
229,353,4,undirected
229,361,9,undirected
229,468,5,undirected
230,87,1,undirected
230,199,7,undirected
230,220,1,undirected
230,234,3,undirected
230,241,2,undirected
230,248,3,undirected
230,254,1,undirected
230,261,2,undirected
230,263,8,undirected
230,283,1,undirected
230,317,1,undirected
230,348,2,undirected
230,350,2,undirected
230,362,1,undirected
230,432,2,undirected
230,438,3,undirected
230,455,3,undirected
230,613,2,undirected
231,126,3,undirected
231,224,5,undirected
231,226,1,undirected
231,236,2,undirected
231,243,5,undirected
231,247,5,undirected
231,285,9,undirected
231,321,4,undirected
231,341,16,undirected
231,428,2,undirected
231,430,1,undirected
232,68,1,undirected
232,271,6,undirected
232,353,1,undirected
232,461,12,undirected
232,468,1,undirected
232,565,3,undirected
233,68,1,undirected
233,218,1,undirected
233,220,2,undirected
233,271,1,undirected
233,277,2,undirected
233,282,2,undirected
233,293,1,undirected
233,298,5,undirected
233,342,3,undirected
233,343,3,undirected
233,361,14,undirected
233,380,8,undirected
233,404,1,undirected
233,426,3,undirected
233,448,6,undirected
233,461,5,undirected
234,230,3,undirected
234,241,17,undirected
234,242,6,undirected
234,248,9,undirected
234,251,2,undirected
234,263,1,undirected
234,270,3,undirected
234,272,13,undirected
234,276,1,undirected
234,350,5,undirected
234,375,7,undirected
234,377,1,undirected
234,420,2,undirected
234,433,5,undirected
234,438,6,undirected
234,466,1,undirected
234,519,1,undirected
234,684,2,undirected
235,47,2,undirected
235,298,2,undirected
235,346,3,undirected
235,361,10,undirected
235,401,2,undirected
235,462,3,undirected
235,592,4,undirected
235,683,3,undirected
235,701,7,undirected
236,231,2,undirected
236,260,12,undirected
236,288,3,undirected
236,297,3,undirected
236,354,3,undirected
236,371,14,undirected
236,376,16,undirected
236,378,7,undirected
236,408,24,undirected
236,459,6,undirected
236,532,1,undirected
237,307,1,undirected
237,326,12,undirected
237,363,1,undirected
237,371,1,undirected
237,376,12,undirected
237,408,11,undirected
237,446,1,undirected
237,477,1,undirected
238,197,24,undirected
238,216,1,undirected
238,295,4,undirected
238,323,2,undirected
238,340,1,undirected
238,347,5,undirected
238,418,5,undirected
238,463,1,undirected
239,214,5,undirected
239,247,1,undirected
239,260,3,undirected
239,273,3,undirected
239,289,1,undirected
239,340,8,undirected
239,367,6,undirected
239,374,2,undirected
240,2,2,undirected
240,207,3,undirected
240,211,2,undirected
240,328,1,undirected
240,364,4,undirected
240,379,3,undirected
240,422,2,undirected
240,434,2,undirected
240,553,5,undirected
241,105,2,undirected
241,218,1,undirected
241,226,4,undirected
241,230,2,undirected
241,234,17,undirected
241,242,14,undirected
241,243,3,undirected
241,250,5,undirected
241,251,3,undirected
241,263,6,undirected
241,268,1,undirected
241,278,2,undirected
241,279,4,undirected
241,283,3,undirected
241,361,13,undirected
241,370,2,undirected
241,394,3,undirected
241,438,7,undirected
241,440,6,undirected
241,442,1,undirected
241,449,1,undirected
241,458,6,undirected
241,466,3,undirected
241,633,1,undirected
242,234,6,undirected
242,241,14,undirected
242,266,2,undirected
242,361,7,undirected
242,377,14,undirected
242,542,2,undirected
243,156,4,undirected
243,158,2,undirected
243,205,1,undirected
243,212,5,undirected
243,224,1,undirected
243,231,5,undirected
243,241,3,undirected
243,247,16,undirected
243,251,1,undirected
243,256,9,undirected
243,267,5,undirected
243,269,1,undirected
243,273,2,undirected
243,274,2,undirected
243,276,1,undirected
243,321,7,undirected
243,356,4,undirected
243,363,9,undirected
243,365,1,undirected
243,367,8,undirected
243,371,3,undirected
243,374,5,undirected
243,406,2,undirected
243,430,6,undirected
243,439,3,undirected
243,440,4,undirected
243,442,6,undirected
243,443,1,undirected
243,446,1,undirected
243,447,3,undirected
243,449,9,undirected
243,457,3,undirected
243,527,1,undirected
243,628,3,undirected
243,684,1,undirected
243,706,1,undirected
243,747,8,undirected
244,207,1,undirected
244,213,2,undirected
244,278,4,undirected
244,319,3,undirected
244,343,1,undirected
244,409,5,undirected
244,450,14,undirected
245,23,3,undirected
245,131,1,undirected
245,132,6,undirected
245,157,1,undirected
245,195,2,undirected
245,223,1,undirected
245,226,2,undirected
245,253,2,undirected
245,257,6,undirected
245,258,12,undirected
245,297,1,undirected
245,303,1,undirected
245,323,1,undirected
245,326,1,undirected
245,328,3,undirected
245,354,1,undirected
245,366,3,undirected
245,373,1,undirected
245,374,8,undirected
245,381,3,undirected
245,388,3,undirected
245,391,3,undirected
245,419,2,undirected
245,422,4,undirected
245,431,2,undirected
245,439,1,undirected
245,470,2,undirected
245,513,1,undirected
245,525,1,undirected
245,526,3,undirected
245,528,2,undirected
245,595,2,undirected
245,631,2,undirected
245,699,2,undirected
246,258,2,undirected
246,302,2,undirected
246,304,7,undirected
246,305,2,undirected
246,325,3,undirected
246,354,2,undirected
246,409,8,undirected
246,434,2,undirected
246,450,5,undirected
246,478,2,undirected
247,207,5,undirected
247,212,4,undirected
247,213,1,undirected
247,224,3,undirected
247,226,3,undirected
247,231,5,undirected
247,239,1,undirected
247,243,16,undirected
247,251,2,undirected
247,253,3,undirected
247,305,2,undirected
247,325,9,undirected
247,330,2,undirected
247,354,13,undirected
247,358,4,undirected
247,371,3,undirected
247,383,1,undirected
247,405,1,undirected
247,422,4,undirected
247,441,1,undirected
247,450,8,undirected
247,451,2,undirected
248,6,9,undirected
248,87,2,undirected
248,196,6,undirected
248,199,2,undirected
248,204,3,undirected
248,219,11,undirected
248,220,2,undirected
248,229,2,undirected
248,230,3,undirected
248,234,9,undirected
248,254,1,undirected
248,261,5,undirected
248,263,4,undirected
248,265,2,undirected
248,266,6,undirected
248,268,8,undirected
248,276,2,undirected
248,277,2,undirected
248,293,6,undirected
248,314,9,undirected
248,332,2,undirected
248,336,2,undirected
248,346,3,undirected
248,348,1,undirected
248,352,2,undirected
248,355,1,undirected
248,361,11,undirected
248,362,9,undirected
248,369,11,undirected
248,377,14,undirected
248,380,2,undirected
248,394,4,undirected
248,400,2,undirected
248,413,1,undirected
248,421,4,undirected
248,432,14,undirected
248,437,8,undirected
248,444,1,undirected
248,448,4,undirected
248,455,1,undirected
248,458,11,undirected
248,460,4,undirected
248,461,7,undirected
248,468,2,undirected
248,476,5,undirected
248,519,2,undirected
248,545,7,undirected
248,613,1,undirected
248,658,4,undirected
249,52,1,undirected
249,144,3,undirected
249,207,11,undirected
249,312,2,undirected
249,330,3,undirected
249,333,2,undirected
249,368,1,undirected
249,383,3,undirected
249,409,3,undirected
250,199,3,undirected
250,241,5,undirected
250,270,1,undirected
250,271,2,undirected
250,278,5,undirected
250,330,1,undirected
250,335,1,undirected
250,361,4,undirected
250,371,2,undirected
250,454,1,undirected
251,212,1,undirected
251,234,2,undirected
251,241,3,undirected
251,243,1,undirected
251,247,2,undirected
251,265,1,undirected
251,270,3,undirected
251,272,2,undirected
251,282,2,undirected
251,294,20,undirected
251,433,1,undirected
251,438,1,undirected
252,200,3,undirected
252,218,1,undirected
252,311,1,undirected
252,331,1,undirected
252,338,12,undirected
252,346,3,undirected
252,355,3,undirected
252,361,1,undirected
252,369,1,undirected
252,390,3,undirected
252,403,1,undirected
252,432,6,undirected
252,463,7,undirected
253,245,2,undirected
253,247,3,undirected
253,258,5,undirected
253,325,9,undirected
253,326,1,undirected
253,425,1,undirected
253,441,4,undirected
253,588,1,undirected
254,218,5,undirected
254,230,1,undirected
254,248,1,undirected
254,266,2,undirected
254,283,10,undirected
254,386,6,undirected
254,432,4,undirected
254,438,2,undirected
254,446,1,undirected
254,461,14,undirected
255,200,4,undirected
255,201,7,undirected
255,264,5,undirected
255,308,2,undirected
255,351,2,undirected
255,391,2,undirected
255,467,13,undirected
255,474,2,undirected
256,212,5,undirected
256,243,9,undirected
256,276,1,undirected
256,341,4,undirected
256,365,5,undirected
256,385,1,undirected
256,408,4,undirected
257,207,2,undirected
257,245,6,undirected
257,258,2,undirected
257,325,3,undirected
257,326,1,undirected
257,360,5,undirected
257,409,6,undirected
257,443,2,undirected
258,207,3,undirected
258,213,2,undirected
258,215,15,undirected
258,224,2,undirected
258,245,12,undirected
258,246,2,undirected
258,253,5,undirected
258,257,2,undirected
258,305,1,undirected
258,312,3,undirected
258,325,2,undirected
258,330,4,undirected
258,337,3,undirected
258,339,2,undirected
258,342,2,undirected
258,343,3,undirected
258,354,1,undirected
258,358,3,undirected
258,368,7,undirected
258,404,1,undirected
258,409,7,undirected
258,417,8,undirected
258,422,2,undirected
258,423,3,undirected
258,425,6,undirected
258,427,6,undirected
258,431,3,undirected
258,450,7,undirected
258,451,3,undirected
258,482,10,undirected
258,528,1,undirected
258,556,3,undirected
258,646,1,undirected
258,658,1,undirected
258,679,2,undirected
259,142,3,undirected
259,199,4,undirected
259,215,1,undirected
259,271,1,undirected
259,319,1,undirected
259,335,3,undirected
259,352,3,undirected
259,353,2,undirected
259,361,1,undirected
259,394,2,undirected
259,400,2,undirected
259,421,5,undirected
259,454,9,undirected
259,460,3,undirected
259,468,4,undirected
259,473,12,undirected
259,519,3,undirected
259,726,1,undirected
260,92,1,undirected
260,236,12,undirected
260,239,3,undirected
260,275,16,undirected
260,297,2,undirected
260,365,3,undirected
260,371,2,undirected
260,376,2,undirected
260,391,5,undirected
260,408,1,undirected
260,449,1,undirected
260,459,3,undirected
260,477,1,undirected
260,631,1,undirected
260,653,1,undirected
260,685,1,undirected
260,692,3,undirected
261,219,1,undirected
261,230,2,undirected
261,248,5,undirected
261,362,3,undirected
261,382,6,undirected
261,432,12,undirected
261,458,1,undirected
262,204,1,undirected
262,281,3,undirected
262,306,5,undirected
262,311,5,undirected
262,361,1,undirected
262,380,1,undirected
262,401,4,undirected
262,454,3,undirected
262,463,2,undirected
263,230,8,undirected
263,234,1,undirected
263,241,6,undirected
263,248,4,undirected
263,265,2,undirected
263,266,4,undirected
263,272,1,undirected
263,283,5,undirected
263,327,1,undirected
263,350,9,undirected
263,375,2,undirected
263,438,4,undirected
264,201,15,undirected
264,202,1,undirected
264,225,2,undirected
264,255,5,undirected
264,351,2,undirected
264,352,1,undirected
264,353,3,undirected
264,402,3,undirected
264,403,20,undirected
264,467,3,undirected
264,474,6,undirected
264,503,3,undirected
264,527,3,undirected
264,537,2,undirected
264,612,3,undirected
264,640,2,undirected
265,0,2,undirected
265,219,2,undirected
265,248,2,undirected
265,251,1,undirected
265,263,2,undirected
265,266,6,undirected
265,282,13,undirected
265,291,2,undirected
265,294,13,undirected
265,322,3,undirected
265,332,1,undirected
265,414,1,undirected
265,545,1,undirected
265,652,1,undirected
266,6,2,undirected
266,242,2,undirected
266,248,6,undirected
266,254,2,undirected
266,263,4,undirected
266,265,6,undirected
266,268,4,undirected
266,298,6,undirected
266,375,1,undirected
266,414,2,undirected
267,130,1,undirected
267,205,2,undirected
267,243,5,undirected
267,278,3,undirected
267,287,3,undirected
267,293,1,undirected
267,332,2,undirected
267,376,3,undirected
267,446,8,undirected
268,6,11,undirected
268,150,2,undirected
268,241,1,undirected
268,248,8,undirected
268,266,4,undirected
268,414,4,undirected
269,126,1,undirected
269,243,1,undirected
269,341,9,undirected
269,363,3,undirected
269,365,5,undirected
269,366,1,undirected
269,378,1,undirected
269,408,2,undirected
269,422,2,undirected
270,68,1,undirected
270,105,1,undirected
270,234,3,undirected
270,250,1,undirected
270,251,3,undirected
270,276,23,undirected
270,332,3,undirected
270,385,10,undirected
270,414,2,undirected
270,420,11,undirected
270,438,6,undirected
271,190,2,undirected
271,199,2,undirected
271,215,7,undirected
271,232,6,undirected
271,233,1,undirected
271,250,2,undirected
271,259,1,undirected
271,299,3,undirected
271,300,2,undirected
271,308,5,undirected
271,319,8,undirected
271,320,18,undirected
271,342,1,undirected
271,345,4,undirected
271,352,3,undirected
271,353,1,undirected
271,355,4,undirected
271,361,2,undirected
271,366,1,undirected
271,387,2,undirected
271,390,5,undirected
271,391,5,undirected
271,469,2,undirected
271,470,2,undirected
271,471,1,undirected
271,473,5,undirected
271,474,1,undirected
271,528,4,undirected
271,625,1,undirected
271,679,2,undirected
271,726,5,undirected
272,6,4,undirected
272,234,13,undirected
272,251,2,undirected
272,263,1,undirected
272,332,5,undirected
272,350,6,undirected
272,375,3,undirected
272,433,2,undirected
272,438,16,undirected
273,239,3,undirected
273,243,2,undirected
273,276,3,undirected
273,301,1,undirected
273,334,1,undirected
273,408,1,undirected
273,412,5,undirected
273,424,2,undirected
273,430,1,undirected
273,439,15,undirected
273,443,1,undirected
274,199,1,undirected
274,243,2,undirected
274,312,2,undirected
274,320,2,undirected
274,363,4,undirected
274,391,3,undirected
274,403,1,undirected
274,408,6,undirected
274,410,2,undirected
274,427,2,undirected
274,454,2,undirected
274,711,2,undirected
275,210,8,undirected
275,227,1,undirected
275,228,1,undirected
275,260,16,undirected
275,288,2,undirected
275,297,5,undirected
275,303,3,undirected
275,328,3,undirected
275,364,3,undirected
275,434,2,undirected
275,443,1,undirected
275,456,1,undirected
275,459,11,undirected
275,465,2,undirected
275,466,1,undirected
275,477,5,undirected
276,134,2,undirected
276,140,1,undirected
276,234,1,undirected
276,243,1,undirected
276,248,2,undirected
276,256,1,undirected
276,270,23,undirected
276,273,3,undirected
276,278,1,undirected
276,301,3,undirected
276,341,6,undirected
276,361,2,undirected
276,384,2,undirected
276,385,4,undirected
276,412,5,undirected
276,420,7,undirected
276,443,5,undirected
276,445,2,undirected
276,455,4,undirected
276,457,1,undirected
276,658,7,undirected
277,218,1,undirected
277,233,2,undirected
277,248,2,undirected
277,282,4,undirected
277,298,6,undirected
277,306,3,undirected
277,309,2,undirected
277,361,1,undirected
277,454,1,undirected
277,461,3,undirected
278,91,1,undirected
278,215,17,undirected
278,241,2,undirected
278,244,4,undirected
278,250,5,undirected
278,267,3,undirected
278,276,1,undirected
278,330,6,undirected
278,352,4,undirected
278,361,5,undirected
278,442,4,undirected
278,470,4,undirected
278,473,1,undirected
278,608,2,undirected
278,685,3,undirected
278,692,1,undirected
279,224,18,undirected
279,226,6,undirected
279,241,4,undirected
279,368,7,undirected
279,391,1,undirected
279,449,5,undirected
279,472,9,undirected
280,325,3,undirected
280,341,1,undirected
280,354,4,undirected
280,360,16,undirected
280,376,2,undirected
280,380,3,undirected
280,427,1,undirected
280,441,1,undirected
280,513,3,undirected
281,223,1,undirected
281,262,3,undirected
281,331,6,undirected
281,361,2,undirected
281,380,9,undirected
281,426,2,undirected
281,462,3,undirected
281,466,1,undirected
282,233,2,undirected
282,251,2,undirected
282,265,13,undirected
282,277,4,undirected
282,292,2,undirected
282,315,1,undirected
282,327,8,undirected
282,350,2,undirected
282,360,1,undirected
282,365,7,undirected
282,399,4,undirected
282,433,2,undirected
282,455,5,undirected
282,500,2,undirected
283,230,1,undirected
283,241,3,undirected
283,254,10,undirected
283,263,5,undirected
283,348,16,undirected
283,355,1,undirected
283,376,3,undirected
283,386,1,undirected
283,401,3,undirected
283,408,5,undirected
283,452,2,undirected
283,625,7,undirected
284,215,4,undirected
284,216,1,undirected
284,289,4,undirected
284,340,8,undirected
284,366,1,undirected
284,368,4,undirected
284,434,6,undirected
284,527,1,undirected
285,224,3,undirected
285,231,9,undirected
285,321,4,undirected
285,354,7,undirected
285,365,1,undirected
285,374,1,undirected
285,408,5,undirected
285,416,3,undirected
286,160,2,undirected
286,508,7,undirected
286,512,10,undirected
286,515,1,undirected
286,532,2,undirected
286,533,6,undirected
286,541,15,undirected
287,6,2,undirected
287,267,3,undirected
287,292,16,undirected
287,309,3,undirected
287,318,1,undirected
287,334,1,undirected
287,361,1,undirected
287,371,1,undirected
287,440,2,undirected
287,446,12,undirected
287,466,6,undirected
288,223,1,undirected
288,228,3,undirected
288,236,3,undirected
288,275,2,undirected
288,289,3,undirected
288,308,5,undirected
288,331,4,undirected
288,374,3,undirected
288,376,5,undirected
288,386,6,undirected
288,435,1,undirected
288,462,2,undirected
288,511,5,undirected
289,205,1,undirected
289,239,1,undirected
289,284,4,undirected
289,288,3,undirected
289,313,4,undirected
289,340,11,undirected
289,349,2,undirected
289,366,1,undirected
289,368,7,undirected
289,373,8,undirected
289,379,1,undirected
289,391,2,undirected
289,396,2,undirected
289,435,10,undirected
289,472,1,undirected
289,473,2,undirected
289,474,1,undirected
289,511,1,undirected
290,306,7,undirected
290,355,1,undirected
290,368,2,undirected
290,380,2,undirected
290,396,1,undirected
290,401,1,undirected
290,413,6,undirected
290,463,8,undirected
291,150,5,undirected
291,220,1,undirected
291,265,2,undirected
291,414,23,undirected
291,433,2,undirected
291,581,2,undirected
292,0,9,undirected
292,130,6,undirected
292,214,3,undirected
292,282,2,undirected
292,287,16,undirected
292,301,1,undirected
292,307,2,undirected
292,315,4,undirected
292,378,1,undirected
292,384,4,undirected
292,385,1,undirected
292,406,1,undirected
292,428,2,undirected
292,430,5,undirected
292,440,1,undirected
292,446,23,undirected
292,466,1,undirected
292,511,5,undirected
293,233,1,undirected
293,248,6,undirected
293,267,1,undirected
293,332,2,undirected
293,361,11,undirected
293,371,1,undirected
293,380,3,undirected
293,455,1,undirected
293,462,2,undirected
294,251,20,undirected
294,265,13,undirected
294,327,2,undirected
294,332,3,undirected
294,361,3,undirected
294,365,4,undirected
294,370,1,undirected
294,414,1,undirected
294,433,3,undirected
294,446,2,undirected
294,455,2,undirected
294,545,2,undirected
295,197,11,undirected
295,238,4,undirected
295,347,12,undirected
295,349,22,undirected
295,374,1,undirected
296,199,9,undirected
296,218,2,undirected
296,229,3,undirected
296,353,6,undirected
296,361,4,undirected
296,403,2,undirected
296,421,1,undirected
296,476,2,undirected
296,555,3,undirected
297,236,3,undirected
297,245,1,undirected
297,260,2,undirected
297,275,5,undirected
297,365,2,undirected
297,371,1,undirected
297,408,6,undirected
297,443,1,undirected
297,462,3,undirected
298,129,3,undirected
298,220,2,undirected
298,223,1,undirected
298,227,3,undirected
298,233,5,undirected
298,235,2,undirected
298,266,6,undirected
298,277,6,undirected
298,306,5,undirected
298,309,1,undirected
298,323,3,undirected
298,361,5,undirected
298,382,1,undirected
298,386,4,undirected
298,426,10,undirected
298,466,3,undirected
298,687,1,undirected
299,271,3,undirected
299,306,3,undirected
299,353,2,undirected
299,394,2,undirected
299,401,9,undirected
299,429,2,undirected
299,454,3,undirected
299,474,2,undirected
300,199,2,undirected
300,271,2,undirected
300,306,1,undirected
300,355,4,undirected
300,380,2,undirected
300,454,15,undirected
300,463,2,undirected
301,128,1,undirected
301,273,1,undirected
301,276,3,undirected
301,292,1,undirected
301,307,12,undirected
301,315,1,undirected
301,317,6,undirected
301,318,10,undirected
301,332,1,undirected
301,341,18,undirected
301,370,1,undirected
301,371,2,undirected
301,376,1,undirected
301,406,3,undirected
301,412,13,undirected
301,424,2,undirected
301,428,2,undirected
301,445,2,undirected
302,246,2,undirected
302,389,4,undirected
302,392,10,undirected
302,422,2,undirected
302,478,6,undirected
303,132,2,undirected
303,158,1,undirected
303,205,2,undirected
303,210,3,undirected
303,245,1,undirected
303,275,3,undirected
303,364,10,undirected
303,409,2,undirected
303,422,2,undirected
303,434,2,undirected
304,215,3,undirected
304,246,7,undirected
304,325,2,undirected
304,342,10,undirected
304,343,2,undirected
304,392,3,undirected
304,461,2,undirected
304,478,5,undirected
305,246,2,undirected
305,247,2,undirected
305,258,1,undirected
305,325,10,undirected
305,354,1,undirected
305,409,11,undirected
306,0,2,undirected
306,196,2,undirected
306,200,3,undirected
306,204,1,undirected
306,209,8,undirected
306,262,5,undirected
306,277,3,undirected
306,290,7,undirected
306,298,5,undirected
306,299,3,undirected
306,300,1,undirected
306,311,11,undirected
306,322,2,undirected
306,347,3,undirected
306,349,2,undirected
306,362,2,undirected
306,369,7,undirected
306,390,3,undirected
306,394,1,undirected
306,400,10,undirected
306,413,8,undirected
306,429,6,undirected
306,432,1,undirected
306,437,11,undirected
306,458,6,undirected
306,463,13,undirected
306,468,11,undirected
